pattern,stride,n,local_size,median_seconds,mean_seconds,min_seconds,max_seconds,gbps,transfer_bytes
coalesced,1,33554432,256,0.014741504,0.014734496000000001,0.014703712,0.014766080000000001,27.314253959433174,402653184
strided,2,33554432,256,0.019448288,0.019451648,0.019422976,0.019474624000000003,20.70378554657356,402653184
strided,4,33554432,256,0.028837792,0.028840196571428573,0.028818432,0.028865984,13.962691179685324,402653184
strided,8,33554432,256,0.047064640000000005,0.047058052571428574,0.047019872000000004,0.047089664,8.555322722111546,402653184
strided,16,33554432,256,0.08349785600000001,0.08351027657142858,0.0833552,0.08365795200000001,4.822317641305664,402653184
strided,32,33554432,256,0.084025344,0.08402383542857143,0.0839864,0.08404953600000001,4.792044457443697,402653184
random,1,33554432,256,0.116318208,0.11631632000000001,0.116287104,0.116334592,3.4616522290302134,402653184
