pattern,stride,n,local_size,median_seconds,mean_seconds,min_seconds,max_seconds,gbps,transfer_bytes
coalesced,1,33554432,32,0.014832928,0.014823584,0.014744992,0.014872000000000002,27.14590025651038,402653184
coalesced,1,33554432,64,0.014706208,0.014700640000000001,0.014667776,0.014716128,27.37981021348263,402653184
coalesced,1,33554432,128,0.014695872,0.014688068571428571,0.014627296000000001,0.014711168,27.399067166616586,402653184
coalesced,1,33554432,256,0.014700544000000001,0.014692548571428573,0.014667744000000002,0.014708736000000002,27.390359431596544,402653184
